row_id,fold,protocol
945,0,group_formula
948,0,group_formula
949,0,group_formula
955,0,group_formula
956,0,group_formula
958,0,group_formula
959,0,group_formula
960,0,group_formula
964,0,group_formula
965,0,group_formula
969,0,group_formula
976,0,group_formula
977,0,group_formula
979,0,group_formula
981,0,group_formula
982,0,group_formula
993,0,group_formula
998,0,group_formula
1002,0,group_formula
1011,0,group_formula
1016,0,group_formula
1021,0,group_formula
1023,0,group_formula
1026,0,group_formula
1027,0,group_formula
1028,0,group_formula
1029,0,group_formula
1030,0,group_formula
1031,0,group_formula
1032,0,group_formula
1034,0,group_formula
1043,0,group_formula
1044,0,group_formula
1045,0,group_formula
1046,0,group_formula
1047,0,group_formula
1048,0,group_formula
1049,0,group_formula
1050,0,group_formula
1051,0,group_formula
1052,0,group_formula
1053,0,group_formula
1054,0,group_formula
1055,0,group_formula
1073,0,group_formula
1076,0,group_formula
1081,0,group_formula
1089,0,group_formula
1090,0,group_formula
1092,0,group_formula
1095,0,group_formula
1097,0,group_formula
1105,0,group_formula
1111,0,group_formula
1116,0,group_formula
1121,0,group_formula
1125,0,group_formula
1127,0,group_formula
1134,0,group_formula
1135,0,group_formula
1147,0,group_formula
1149,0,group_formula
1152,0,group_formula
1153,0,group_formula
1154,0,group_formula
1160,0,group_formula
1161,0,group_formula
1162,0,group_formula
1165,0,group_formula
1181,0,group_formula
1187,0,group_formula
1188,0,group_formula
1190,0,group_formula
1192,0,group_formula
1195,0,group_formula
1196,0,group_formula
1197,0,group_formula
1207,0,group_formula
1208,0,group_formula
1209,0,group_formula
1210,0,group_formula
1211,0,group_formula
1212,0,group_formula
1213,0,group_formula
1214,0,group_formula
1220,0,group_formula
1222,0,group_formula
1229,0,group_formula
1230,0,group_formula
1234,0,group_formula
1252,0,group_formula
1256,0,group_formula
1259,0,group_formula
1264,0,group_formula
1286,0,group_formula
1295,0,group_formula
1302,0,group_formula
1303,0,group_formula
1307,0,group_formula
1314,0,group_formula
1327,0,group_formula
1331,0,group_formula
1339,0,group_formula
1351,0,group_formula
1352,0,group_formula
1357,0,group_formula
1359,0,group_formula
1362,0,group_formula
1379,0,group_formula
1380,0,group_formula
1386,0,group_formula
1388,0,group_formula
1391,0,group_formula
1392,0,group_formula
1393,0,group_formula
1397,0,group_formula
1398,0,group_formula
1399,0,group_formula
1402,0,group_formula
1405,0,group_formula
1417,0,group_formula
1422,0,group_formula
1423,0,group_formula
1440,0,group_formula
1442,0,group_formula
1447,0,group_formula
1448,0,group_formula
1449,0,group_formula
1450,0,group_formula
1452,0,group_formula
1456,0,group_formula
1460,0,group_formula
1464,0,group_formula
1465,0,group_formula
1468,0,group_formula
1471,0,group_formula
1482,0,group_formula
1490,0,group_formula
1491,0,group_formula
1499,0,group_formula
1500,0,group_formula
1515,0,group_formula
1522,0,group_formula
1524,0,group_formula
1532,0,group_formula
1534,0,group_formula
1538,0,group_formula
1554,0,group_formula
1563,0,group_formula
1565,0,group_formula
1566,0,group_formula
1567,0,group_formula
1568,0,group_formula
1569,0,group_formula
1570,0,group_formula
1571,0,group_formula
1572,0,group_formula
1573,0,group_formula
1576,0,group_formula
1578,0,group_formula
1581,0,group_formula
1584,0,group_formula
1586,0,group_formula
1589,0,group_formula
1601,0,group_formula
1615,0,group_formula
1616,0,group_formula
1617,0,group_formula
1618,0,group_formula
1622,0,group_formula
1624,0,group_formula
1631,0,group_formula
1633,0,group_formula
1636,0,group_formula
1641,0,group_formula
1643,0,group_formula
1646,0,group_formula
1648,0,group_formula
1649,0,group_formula
1664,0,group_formula
3,1,group_formula
7,1,group_formula
11,1,group_formula
24,1,group_formula
26,1,group_formula
29,1,group_formula
41,1,group_formula
52,1,group_formula
62,1,group_formula
65,1,group_formula
70,1,group_formula
72,1,group_formula
74,1,group_formula
75,1,group_formula
76,1,group_formula
77,1,group_formula
84,1,group_formula
100,1,group_formula
102,1,group_formula
103,1,group_formula
104,1,group_formula
105,1,group_formula
106,1,group_formula
107,1,group_formula
116,1,group_formula
117,1,group_formula
124,1,group_formula
127,1,group_formula
133,1,group_formula
135,1,group_formula
140,1,group_formula
146,1,group_formula
154,1,group_formula
155,1,group_formula
157,1,group_formula
161,1,group_formula
167,1,group_formula
171,1,group_formula
176,1,group_formula
178,1,group_formula
190,1,group_formula
194,1,group_formula
206,1,group_formula
216,1,group_formula
217,1,group_formula
218,1,group_formula
224,1,group_formula
229,1,group_formula
231,1,group_formula
243,1,group_formula
251,1,group_formula
255,1,group_formula
260,1,group_formula
261,1,group_formula
263,1,group_formula
282,1,group_formula
291,1,group_formula
301,1,group_formula
311,1,group_formula
317,1,group_formula
325,1,group_formula
326,1,group_formula
328,1,group_formula
329,1,group_formula
330,1,group_formula
334,1,group_formula
336,1,group_formula
338,1,group_formula
340,1,group_formula
341,1,group_formula
343,1,group_formula
352,1,group_formula
365,1,group_formula
366,1,group_formula
367,1,group_formula
371,1,group_formula
399,1,group_formula
420,1,group_formula
427,1,group_formula
429,1,group_formula
434,1,group_formula
444,1,group_formula
455,1,group_formula
456,1,group_formula
459,1,group_formula
464,1,group_formula
469,1,group_formula
477,1,group_formula
479,1,group_formula
482,1,group_formula
483,1,group_formula
484,1,group_formula
514,1,group_formula
515,1,group_formula
526,1,group_formula
534,1,group_formula
535,1,group_formula
539,1,group_formula
554,1,group_formula
555,1,group_formula
557,1,group_formula
561,1,group_formula
566,1,group_formula
567,1,group_formula
588,1,group_formula
593,1,group_formula
601,1,group_formula
602,1,group_formula
606,1,group_formula
607,1,group_formula
608,1,group_formula
618,1,group_formula
619,1,group_formula
622,1,group_formula
624,1,group_formula
633,1,group_formula
635,1,group_formula
636,1,group_formula
638,1,group_formula
641,1,group_formula
655,1,group_formula
659,1,group_formula
660,1,group_formula
661,1,group_formula
663,1,group_formula
665,1,group_formula
668,1,group_formula
677,1,group_formula
678,1,group_formula
683,1,group_formula
685,1,group_formula
688,1,group_formula
694,1,group_formula
698,1,group_formula
700,1,group_formula
709,1,group_formula
710,1,group_formula
711,1,group_formula
715,1,group_formula
734,1,group_formula
742,1,group_formula
746,1,group_formula
748,1,group_formula
777,1,group_formula
786,1,group_formula
795,1,group_formula
800,1,group_formula
803,1,group_formula
807,1,group_formula
808,1,group_formula
810,1,group_formula
811,1,group_formula
813,1,group_formula
816,1,group_formula
821,1,group_formula
822,1,group_formula
823,1,group_formula
828,1,group_formula
837,1,group_formula
840,1,group_formula
841,1,group_formula
843,1,group_formula
844,1,group_formula
846,1,group_formula
848,1,group_formula
850,1,group_formula
851,1,group_formula
855,1,group_formula
858,1,group_formula
878,1,group_formula
884,1,group_formula
887,1,group_formula
894,1,group_formula
895,1,group_formula
896,1,group_formula
898,1,group_formula
899,1,group_formula
901,1,group_formula
902,1,group_formula
904,1,group_formula
907,1,group_formula
908,1,group_formula
909,1,group_formula
923,1,group_formula
925,1,group_formula
942,1,group_formula
946,1,group_formula
954,1,group_formula
957,1,group_formula
966,1,group_formula
967,1,group_formula
974,1,group_formula
985,1,group_formula
987,1,group_formula
990,1,group_formula
991,1,group_formula
1003,1,group_formula
1014,1,group_formula
1015,1,group_formula
1022,1,group_formula
1033,1,group_formula
1075,1,group_formula
1084,1,group_formula
1085,1,group_formula
1093,1,group_formula
1106,1,group_formula
1107,1,group_formula
1112,1,group_formula
1118,1,group_formula
1139,1,group_formula
1141,1,group_formula
1142,1,group_formula
1143,1,group_formula
1144,1,group_formula
1145,1,group_formula
1146,1,group_formula
1148,1,group_formula
1150,1,group_formula
1151,1,group_formula
1168,1,group_formula
1172,1,group_formula
1173,1,group_formula
1174,1,group_formula
1176,1,group_formula
1178,1,group_formula
1180,1,group_formula
1184,1,group_formula
1185,1,group_formula
1204,1,group_formula
1215,1,group_formula
1219,1,group_formula
1225,1,group_formula
1227,1,group_formula
1228,1,group_formula
1237,1,group_formula
1239,1,group_formula
1246,1,group_formula
1248,1,group_formula
1253,1,group_formula
1254,1,group_formula
1257,1,group_formula
1261,1,group_formula
1263,1,group_formula
1269,1,group_formula
1272,1,group_formula
1273,1,group_formula
1274,1,group_formula
1275,1,group_formula
1277,1,group_formula
1278,1,group_formula
1279,1,group_formula
1280,1,group_formula
1281,1,group_formula
1283,1,group_formula
1289,1,group_formula
1298,1,group_formula
1299,1,group_formula
1300,1,group_formula
1308,1,group_formula
1319,1,group_formula
1320,1,group_formula
1322,1,group_formula
1332,1,group_formula
1334,1,group_formula
1337,1,group_formula
1338,1,group_formula
1342,1,group_formula
1343,1,group_formula
1345,1,group_formula
1348,1,group_formula
1354,1,group_formula
1371,1,group_formula
1382,1,group_formula
1395,1,group_formula
1408,1,group_formula
1409,1,group_formula
1414,1,group_formula
1421,1,group_formula
1427,1,group_formula
1429,1,group_formula
1433,1,group_formula
1441,1,group_formula
1458,1,group_formula
1459,1,group_formula
1462,1,group_formula
1467,1,group_formula
1488,1,group_formula
1494,1,group_formula
1498,1,group_formula
1502,1,group_formula
1503,1,group_formula
1505,1,group_formula
1510,1,group_formula
1512,1,group_formula
1521,1,group_formula
1523,1,group_formula
1530,1,group_formula
1535,1,group_formula
1537,1,group_formula
1553,1,group_formula
1558,1,group_formula
1559,1,group_formula
1575,1,group_formula
1577,1,group_formula
1579,1,group_formula
1580,1,group_formula
1582,1,group_formula
1583,1,group_formula
1585,1,group_formula
1588,1,group_formula
1597,1,group_formula
1600,1,group_formula
1604,1,group_formula
1606,1,group_formula
1609,1,group_formula
1619,1,group_formula
1620,1,group_formula
1621,1,group_formula
1629,1,group_formula
1638,1,group_formula
1639,1,group_formula
1654,1,group_formula
1661,1,group_formula
1663,1,group_formula
4,2,group_formula
8,2,group_formula
9,2,group_formula
12,2,group_formula
13,2,group_formula
14,2,group_formula
15,2,group_formula
22,2,group_formula
23,2,group_formula
30,2,group_formula
35,2,group_formula
46,2,group_formula
66,2,group_formula
78,2,group_formula
80,2,group_formula
82,2,group_formula
85,2,group_formula
89,2,group_formula
92,2,group_formula
93,2,group_formula
94,2,group_formula
96,2,group_formula
108,2,group_formula
109,2,group_formula
110,2,group_formula
119,2,group_formula
123,2,group_formula
139,2,group_formula
142,2,group_formula
144,2,group_formula
147,2,group_formula
150,2,group_formula
159,2,group_formula
165,2,group_formula
173,2,group_formula
186,2,group_formula
189,2,group_formula
191,2,group_formula
192,2,group_formula
201,2,group_formula
208,2,group_formula
209,2,group_formula
211,2,group_formula
215,2,group_formula
220,2,group_formula
226,2,group_formula
237,2,group_formula
240,2,group_formula
244,2,group_formula
247,2,group_formula
257,2,group_formula
262,2,group_formula
266,2,group_formula
267,2,group_formula
271,2,group_formula
272,2,group_formula
274,2,group_formula
276,2,group_formula
285,2,group_formula
292,2,group_formula
294,2,group_formula
305,2,group_formula
307,2,group_formula
310,2,group_formula
312,2,group_formula
314,2,group_formula
315,2,group_formula
320,2,group_formula
327,2,group_formula
331,2,group_formula
339,2,group_formula
347,2,group_formula
355,2,group_formula
356,2,group_formula
358,2,group_formula
360,2,group_formula
362,2,group_formula
369,2,group_formula
376,2,group_formula
406,2,group_formula
409,2,group_formula
416,2,group_formula
423,2,group_formula
426,2,group_formula
430,2,group_formula
431,2,group_formula
435,2,group_formula
438,2,group_formula
440,2,group_formula
445,2,group_formula
451,2,group_formula
454,2,group_formula
460,2,group_formula
465,2,group_formula
474,2,group_formula
488,2,group_formula
491,2,group_formula
492,2,group_formula
500,2,group_formula
503,2,group_formula
505,2,group_formula
508,2,group_formula
512,2,group_formula
520,2,group_formula
521,2,group_formula
523,2,group_formula
525,2,group_formula
537,2,group_formula
545,2,group_formula
548,2,group_formula
551,2,group_formula
559,2,group_formula
560,2,group_formula
562,2,group_formula
565,2,group_formula
568,2,group_formula
574,2,group_formula
578,2,group_formula
580,2,group_formula
585,2,group_formula
611,2,group_formula
615,2,group_formula
620,2,group_formula
627,2,group_formula
667,2,group_formula
691,2,group_formula
693,2,group_formula
697,2,group_formula
707,2,group_formula
713,2,group_formula
717,2,group_formula
724,2,group_formula
725,2,group_formula
727,2,group_formula
730,2,group_formula
733,2,group_formula
737,2,group_formula
738,2,group_formula
743,2,group_formula
745,2,group_formula
759,2,group_formula
761,2,group_formula
775,2,group_formula
779,2,group_formula
791,2,group_formula
793,2,group_formula
796,2,group_formula
804,2,group_formula
805,2,group_formula
814,2,group_formula
820,2,group_formula
826,2,group_formula
847,2,group_formula
849,2,group_formula
854,2,group_formula
857,2,group_formula
859,2,group_formula
862,2,group_formula
864,2,group_formula
865,2,group_formula
869,2,group_formula
874,2,group_formula
876,2,group_formula
881,2,group_formula
882,2,group_formula
890,2,group_formula
893,2,group_formula
905,2,group_formula
911,2,group_formula
912,2,group_formula
918,2,group_formula
936,2,group_formula
940,2,group_formula
944,2,group_formula
947,2,group_formula
961,2,group_formula
962,2,group_formula
963,2,group_formula
972,2,group_formula
973,2,group_formula
975,2,group_formula
978,2,group_formula
980,2,group_formula
983,2,group_formula
988,2,group_formula
996,2,group_formula
1000,2,group_formula
1005,2,group_formula
1035,2,group_formula
1074,2,group_formula
1077,2,group_formula
1078,2,group_formula
1079,2,group_formula
1080,2,group_formula
1098,2,group_formula
1102,2,group_formula
1109,2,group_formula
1117,2,group_formula
1119,2,group_formula
1120,2,group_formula
1124,2,group_formula
1126,2,group_formula
1163,2,group_formula
1164,2,group_formula
1166,2,group_formula
1167,2,group_formula
1169,2,group_formula
1183,2,group_formula
1189,2,group_formula
1193,2,group_formula
1198,2,group_formula
1200,2,group_formula
1203,2,group_formula
1217,2,group_formula
1223,2,group_formula
1224,2,group_formula
1236,2,group_formula
1250,2,group_formula
1255,2,group_formula
1258,2,group_formula
1262,2,group_formula
1265,2,group_formula
1270,2,group_formula
1271,2,group_formula
1276,2,group_formula
1284,2,group_formula
1288,2,group_formula
1291,2,group_formula
1293,2,group_formula
1297,2,group_formula
1306,2,group_formula
1309,2,group_formula
1311,2,group_formula
1313,2,group_formula
1315,2,group_formula
1325,2,group_formula
1326,2,group_formula
1328,2,group_formula
1329,2,group_formula
1330,2,group_formula
1341,2,group_formula
1346,2,group_formula
1347,2,group_formula
1364,2,group_formula
1366,2,group_formula
1373,2,group_formula
1374,2,group_formula
1375,2,group_formula
1376,2,group_formula
1381,2,group_formula
1384,2,group_formula
1385,2,group_formula
1387,2,group_formula
1390,2,group_formula
1396,2,group_formula
1400,2,group_formula
1401,2,group_formula
1403,2,group_formula
1411,2,group_formula
1419,2,group_formula
1425,2,group_formula
1426,2,group_formula
1431,2,group_formula
1432,2,group_formula
1443,2,group_formula
1446,2,group_formula
1453,2,group_formula
1455,2,group_formula
1457,2,group_formula
1466,2,group_formula
1472,2,group_formula
1474,2,group_formula
1475,2,group_formula
1476,2,group_formula
1477,2,group_formula
1478,2,group_formula
1480,2,group_formula
1481,2,group_formula
1484,2,group_formula
1485,2,group_formula
1495,2,group_formula
1497,2,group_formula
1501,2,group_formula
1506,2,group_formula
1507,2,group_formula
1509,2,group_formula
1519,2,group_formula
1526,2,group_formula
1531,2,group_formula
1540,2,group_formula
1544,2,group_formula
1545,2,group_formula
1548,2,group_formula
1561,2,group_formula
1562,2,group_formula
1587,2,group_formula
1590,2,group_formula
1596,2,group_formula
1603,2,group_formula
1605,2,group_formula
1610,2,group_formula
1630,2,group_formula
1640,2,group_formula
1642,2,group_formula
1644,2,group_formula
1645,2,group_formula
1647,2,group_formula
1650,2,group_formula
1651,2,group_formula
1652,2,group_formula
1653,2,group_formula
1662,2,group_formula
1,3,group_formula
5,3,group_formula
17,3,group_formula
19,3,group_formula
21,3,group_formula
27,3,group_formula
31,3,group_formula
33,3,group_formula
39,3,group_formula
40,3,group_formula
45,3,group_formula
47,3,group_formula
50,3,group_formula
51,3,group_formula
54,3,group_formula
55,3,group_formula
56,3,group_formula
68,3,group_formula
69,3,group_formula
79,3,group_formula
81,3,group_formula
83,3,group_formula
88,3,group_formula
90,3,group_formula
95,3,group_formula
118,3,group_formula
120,3,group_formula
126,3,group_formula
128,3,group_formula
131,3,group_formula
134,3,group_formula
137,3,group_formula
138,3,group_formula
141,3,group_formula
143,3,group_formula
148,3,group_formula
162,3,group_formula
166,3,group_formula
200,3,group_formula
202,3,group_formula
203,3,group_formula
207,3,group_formula
213,3,group_formula
219,3,group_formula
234,3,group_formula
245,3,group_formula
246,3,group_formula
252,3,group_formula
253,3,group_formula
259,3,group_formula
264,3,group_formula
265,3,group_formula
268,3,group_formula
269,3,group_formula
270,3,group_formula
273,3,group_formula
277,3,group_formula
278,3,group_formula
279,3,group_formula
280,3,group_formula
289,3,group_formula
290,3,group_formula
296,3,group_formula
300,3,group_formula
306,3,group_formula
335,3,group_formula
337,3,group_formula
344,3,group_formula
349,3,group_formula
351,3,group_formula
357,3,group_formula
359,3,group_formula
370,3,group_formula
372,3,group_formula
373,3,group_formula
374,3,group_formula
388,3,group_formula
389,3,group_formula
390,3,group_formula
391,3,group_formula
392,3,group_formula
393,3,group_formula
394,3,group_formula
395,3,group_formula
396,3,group_formula
397,3,group_formula
398,3,group_formula
403,3,group_formula
404,3,group_formula
412,3,group_formula
428,3,group_formula
437,3,group_formula
442,3,group_formula
446,3,group_formula
448,3,group_formula
449,3,group_formula
452,3,group_formula
463,3,group_formula
467,3,group_formula
470,3,group_formula
475,3,group_formula
476,3,group_formula
478,3,group_formula
480,3,group_formula
489,3,group_formula
501,3,group_formula
504,3,group_formula
507,3,group_formula
510,3,group_formula
516,3,group_formula
518,3,group_formula
524,3,group_formula
550,3,group_formula
553,3,group_formula
558,3,group_formula
570,3,group_formula
571,3,group_formula
573,3,group_formula
576,3,group_formula
581,3,group_formula
582,3,group_formula
589,3,group_formula
590,3,group_formula
599,3,group_formula
600,3,group_formula
604,3,group_formula
610,3,group_formula
612,3,group_formula
613,3,group_formula
621,3,group_formula
623,3,group_formula
625,3,group_formula
632,3,group_formula
637,3,group_formula
639,3,group_formula
640,3,group_formula
645,3,group_formula
647,3,group_formula
648,3,group_formula
649,3,group_formula
652,3,group_formula
654,3,group_formula
656,3,group_formula
669,3,group_formula
670,3,group_formula
671,3,group_formula
679,3,group_formula
681,3,group_formula
684,3,group_formula
686,3,group_formula
690,3,group_formula
695,3,group_formula
696,3,group_formula
702,3,group_formula
708,3,group_formula
712,3,group_formula
719,3,group_formula
721,3,group_formula
723,3,group_formula
726,3,group_formula
732,3,group_formula
736,3,group_formula
765,3,group_formula
766,3,group_formula
784,3,group_formula
785,3,group_formula
787,3,group_formula
806,3,group_formula
812,3,group_formula
815,3,group_formula
818,3,group_formula
825,3,group_formula
833,3,group_formula
834,3,group_formula
836,3,group_formula
845,3,group_formula
853,3,group_formula
861,3,group_formula
866,3,group_formula
867,3,group_formula
871,3,group_formula
872,3,group_formula
873,3,group_formula
875,3,group_formula
877,3,group_formula
883,3,group_formula
886,3,group_formula
888,3,group_formula
903,3,group_formula
913,3,group_formula
915,3,group_formula
928,3,group_formula
930,3,group_formula
931,3,group_formula
932,3,group_formula
935,3,group_formula
953,3,group_formula
970,3,group_formula
984,3,group_formula
986,3,group_formula
997,3,group_formula
1001,3,group_formula
1006,3,group_formula
1009,3,group_formula
1010,3,group_formula
1012,3,group_formula
1013,3,group_formula
1017,3,group_formula
1018,3,group_formula
1020,3,group_formula
1024,3,group_formula
1042,3,group_formula
1063,3,group_formula
1070,3,group_formula
1072,3,group_formula
1087,3,group_formula
1088,3,group_formula
1091,3,group_formula
1099,3,group_formula
1100,3,group_formula
1110,3,group_formula
1122,3,group_formula
1128,3,group_formula
1129,3,group_formula
1132,3,group_formula
1133,3,group_formula
1137,3,group_formula
1138,3,group_formula
1155,3,group_formula
1156,3,group_formula
1158,3,group_formula
1159,3,group_formula
1171,3,group_formula
1179,3,group_formula
1182,3,group_formula
1186,3,group_formula
1194,3,group_formula
1201,3,group_formula
1202,3,group_formula
1206,3,group_formula
1216,3,group_formula
1218,3,group_formula
1226,3,group_formula
1235,3,group_formula
1238,3,group_formula
1240,3,group_formula
1244,3,group_formula
1245,3,group_formula
1247,3,group_formula
1249,3,group_formula
1251,3,group_formula
1260,3,group_formula
1267,3,group_formula
1285,3,group_formula
1287,3,group_formula
1292,3,group_formula
1305,3,group_formula
1321,3,group_formula
1333,3,group_formula
1335,3,group_formula
1344,3,group_formula
1350,3,group_formula
1353,3,group_formula
1360,3,group_formula
1361,3,group_formula
1365,3,group_formula
1368,3,group_formula
1369,3,group_formula
1377,3,group_formula
1378,3,group_formula
1383,3,group_formula
1389,3,group_formula
1394,3,group_formula
1404,3,group_formula
1406,3,group_formula
1416,3,group_formula
1420,3,group_formula
1424,3,group_formula
1438,3,group_formula
1439,3,group_formula
1445,3,group_formula
1454,3,group_formula
1473,3,group_formula
1486,3,group_formula
1487,3,group_formula
1492,3,group_formula
1493,3,group_formula
1496,3,group_formula
1508,3,group_formula
1511,3,group_formula
1516,3,group_formula
1518,3,group_formula
1527,3,group_formula
1528,3,group_formula
1536,3,group_formula
1543,3,group_formula
1546,3,group_formula
1549,3,group_formula
1555,3,group_formula
1556,3,group_formula
1557,3,group_formula
1574,3,group_formula
1592,3,group_formula
1593,3,group_formula
1594,3,group_formula
1595,3,group_formula
1602,3,group_formula
1611,3,group_formula
1623,3,group_formula
1625,3,group_formula
1626,3,group_formula
1628,3,group_formula
1634,3,group_formula
1635,3,group_formula
1637,3,group_formula
2,4,group_formula
32,4,group_formula
34,4,group_formula
37,4,group_formula
43,4,group_formula
44,4,group_formula
48,4,group_formula
57,4,group_formula
60,4,group_formula
61,4,group_formula
63,4,group_formula
64,4,group_formula
67,4,group_formula
73,4,group_formula
87,4,group_formula
91,4,group_formula
98,4,group_formula
99,4,group_formula
121,4,group_formula
122,4,group_formula
125,4,group_formula
129,4,group_formula
130,4,group_formula
145,4,group_formula
151,4,group_formula
153,4,group_formula
156,4,group_formula
158,4,group_formula
160,4,group_formula
164,4,group_formula
168,4,group_formula
170,4,group_formula
177,4,group_formula
179,4,group_formula
181,4,group_formula
184,4,group_formula
188,4,group_formula
193,4,group_formula
197,4,group_formula
198,4,group_formula
199,4,group_formula
204,4,group_formula
205,4,group_formula
221,4,group_formula
222,4,group_formula
223,4,group_formula
227,4,group_formula
230,4,group_formula
233,4,group_formula
235,4,group_formula
236,4,group_formula
238,4,group_formula
239,4,group_formula
248,4,group_formula
250,4,group_formula
275,4,group_formula
281,4,group_formula
283,4,group_formula
284,4,group_formula
287,4,group_formula
288,4,group_formula
293,4,group_formula
297,4,group_formula
298,4,group_formula
299,4,group_formula
302,4,group_formula
304,4,group_formula
309,4,group_formula
313,4,group_formula
316,4,group_formula
318,4,group_formula
319,4,group_formula
322,4,group_formula
323,4,group_formula
332,4,group_formula
342,4,group_formula
350,4,group_formula
363,4,group_formula
377,4,group_formula
378,4,group_formula
379,4,group_formula
380,4,group_formula
381,4,group_formula
382,4,group_formula
383,4,group_formula
384,4,group_formula
385,4,group_formula
386,4,group_formula
387,4,group_formula
400,4,group_formula
401,4,group_formula
402,4,group_formula
407,4,group_formula
410,4,group_formula
411,4,group_formula
413,4,group_formula
417,4,group_formula
418,4,group_formula
419,4,group_formula
422,4,group_formula
425,4,group_formula
433,4,group_formula
439,4,group_formula
441,4,group_formula
450,4,group_formula
453,4,group_formula
458,4,group_formula
466,4,group_formula
468,4,group_formula
472,4,group_formula
481,4,group_formula
499,4,group_formula
506,4,group_formula
509,4,group_formula
513,4,group_formula
517,4,group_formula
519,4,group_formula
527,4,group_formula
528,4,group_formula
529,4,group_formula
530,4,group_formula
531,4,group_formula
532,4,group_formula
533,4,group_formula
538,4,group_formula
540,4,group_formula
542,4,group_formula
543,4,group_formula
546,4,group_formula
552,4,group_formula
569,4,group_formula
584,4,group_formula
586,4,group_formula
591,4,group_formula
592,4,group_formula
594,4,group_formula
595,4,group_formula
596,4,group_formula
598,4,group_formula
603,4,group_formula
614,4,group_formula
626,4,group_formula
628,4,group_formula
630,4,group_formula
631,4,group_formula
634,4,group_formula
644,4,group_formula
646,4,group_formula
650,4,group_formula
651,4,group_formula
657,4,group_formula
658,4,group_formula
664,4,group_formula
666,4,group_formula
672,4,group_formula
673,4,group_formula
674,4,group_formula
675,4,group_formula
676,4,group_formula
680,4,group_formula
692,4,group_formula
704,4,group_formula
705,4,group_formula
714,4,group_formula
729,4,group_formula
740,4,group_formula
741,4,group_formula
744,4,group_formula
749,4,group_formula
750,4,group_formula
751,4,group_formula
752,4,group_formula
753,4,group_formula
754,4,group_formula
755,4,group_formula
756,4,group_formula
757,4,group_formula
758,4,group_formula
763,4,group_formula
776,4,group_formula
