row_id,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),Emission max. (nm),Formula,Host,Reference,Eu valence
847,10.0,6.0,0.17,5.83,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,182.91,59.2,8.4,50.8,401.51062,147.072,19.19,127.882,1037.85,509.4,29.0,480.4,25.262,20.64,0,20.64,48.0,36.0,0.34,35.66,107.6822287,81.708324,0.96396545,80.74435855,298,393.0,613.0,Ca2.83Mo0.2W0.8O6Eu0.17,Ca2.83Mo0.2W0.8O6,https://doi.org/10.1016/j.jlumin.2020.117212,3
848,11.0,6.0,0.3,5.7,182,63,5,58,427.9956093,151.964,10.81,141.154,905,215,60,155,8.52,3.44,0,3.44,17,6,1,5,44.1544587,13.618054,5.1390767,8.4789773,180.8,56.0,10.0,46.0,410.9773213,137.327,21.62,115.707,1108.5,360.0,54.0,306.0,26.906,20.64,0,20.64,47.3,36.0,0.9,35.1,114.4895502,81.708324,1.865178,79.843146,298,394.0,613.0,NaBaY0.3B2O6Eu0.7,NaBaY0.3B2O6,https://doi.org/10.1016/j.dyepig.2017.04.008,3
849,11.0,6.0,0.3,5.7,190,63,5,58,444.10414,151.964,10.81,141.154,945,220,60,160,8.41,3.44,0,3.44,17,6,1,5,43.35604554,13.618054,4.34066354,9.27739046,188.8,56.0,10.0,46.0,427.085852,137.327,21.62,115.707,1148.5,360.0,54.0,306.0,26.796,20.64,0,20.64,47.3,36.0,0.9,35.1,113.691137,81.708324,1.865178,79.843146,298,394.0,613.0,KBaY0.3B2O6Eu0.7,KBaY0.3B2O6,https://doi.org/10.1016/j.dyepig.2017.04.008,3
850,10.7,7.0,0.3,6.7,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,281.1,116.2,18.9,97.3,665.37476,292.57256,45.5892,246.98336,1039.5,420.0,55.5,364.5,29.79,24.08,0,24.08,57.6,42.0,0.6,41.4,121.9317431,95.326378,1.7011155,93.6252625,298,394.0,613.0,SrBi1.4TeO7Eu0.3,SrBi1.4TeO7,https://doi.org/10.1016/j.materresbull.2017.08.002,3
851,19.25,12.0,0.25,11.75,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.8,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669,537.75,384.0,15.75,368.25,1269.429,943.5,37.991,905.509,1991.25,1080.0,46.25,1033.75,50.64,41.28,0,41.28,90.5,72.0,0.5,71.5,208.8254503,163.416648,1.41759625,161.9990518,298,394.0,613.0,Gd6MoO12Eu0.25,Gd6MoO12,https://doi.org/10.1007/s11051-013-1940-7,3
852,40.7,25.0,0.06,24.94,198,63,8,55,472.28047,151.964,15.999,135.965,765,215,60,155,7.33,3.44,0,3.44,17,6,2,4,38.228686,13.618054,5.211664,8.40639,833.26,321.48,3.78,317.7,1910.337691,783.4268508,9.11784,774.3090108,4130.9,1500.0,11.1,1488.9,107.164,86.0,0,86.0,199.04,150.0,0.12,149.88,442.0020431,340.45135,0.3402231,340.1111269,298,394.0,613.0,Ba4La5.64Si6O25Eu0.06,Ba4La5.64Si6O25,https://doi.org/10.1039/C5TC03919C,3
853,22.0,13.0,0.02,12.98,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,216.12,104.0,1.26,102.74,462.9016406,207.987,3.03928,204.94772,1749.8,780.0,3.7,776.3,61.078,44.72,0,44.72,103.98,78.0,0.04,77.96,246.8127599,177.034702,0.1134077,176.9212943,298,395.0,613.0,CaLa0.98B7O13Eu0.02,CaLa0.98B7O13,https://doi.org/10.1016/j.ijleo.2017.10.161,3
854,22.0,13.0,0.08,12.92,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,216.48,104.0,5.04,98.96,463.6851524,207.987,12.15712,195.82988,1749.2,780.0,14.8,765.2,61.012,44.72,0,44.72,103.92,78.0,0.16,77.84,246.818369,177.034702,0.4536308,176.5810712,298,395.0,613.0,CaLa0.92B7O13Eu0.08,CaLa0.92B7O13,https://doi.org/10.1016/j.ijleo.2017.10.161,3
855,22.0,13.0,0.15,12.85,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,216.9,104.0,9.45,94.55,464.5992495,207.987,22.7946,185.1924,1748.5,780.0,27.75,752.25,60.935,44.72,0,44.72,103.85,78.0,0.3,77.7,246.824913,177.034702,0.85055775,176.1841443,298,395.0,613.0,CaLa0.85B7O13Eu0.15,CaLa0.85B7O13,https://doi.org/10.1016/j.ijleo.2017.10.161,3
856,22.0,13.0,0.35,12.65,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,218.1,104.0,20.0,84.0,467.2109555,207.987,40.078,167.909,1746.5,780.0,64.75,715.25,60.715,44.72,0,44.72,103.65,78.0,0.7,77.3,246.84361,177.034702,1.98463475,175.0500673,298,395.0,613.0,CaLa0.65B7O13Eu0.35,CaLa0.65B7O13,https://doi.org/10.1016/j.ijleo.2017.10.161,3
857,22.0,13.0,0.45,12.55,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,218.7,104.0,20.0,84.0,468.5168085,207.987,40.078,167.909,1745.5,780.0,83.25,696.75,60.605,44.72,0,44.72,103.55,78.0,0.9,77.1,246.8529585,177.034702,2.55167325,174.4830288,298,395.0,613.0,CaLa0.55B7O13Eu0.45,CaLa0.55B7O13,https://doi.org/10.1016/j.ijleo.2017.10.161,3
858,22.0,13.0,0.45,12.55,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,219.3,104.0,20.0,84.0,469.8226615,207.987,40.078,167.909,1744.5,780.0,87.75,692.25,60.495,44.72,0,44.72,103.45,78.0,1.1,76.9,246.862307,177.034702,2.509605,174.525097,298,395.0,613.0,CaLa0.45B7O13Eu0.55,CaLa0.45B7O13,https://doi.org/10.1016/j.ijleo.2017.10.161,3
859,13.04,8.0,0.04,7.96,106,63,8,55,239.014762,151.964,15.999,135.965,525,185,60,125,6.63,3.44,0,3.44,15,6,2,4,35.8882802,13.618054,5.670385,7.947669,156.52,64.0,2.52,61.48,316.252084,127.992,6.07856,121.91344,1227.4,540.0,7.4,532.6,34.9,27.52,0,27.52,64.08,48.0,0.08,47.92,148.484085,108.944432,0.2268154,108.7176166,298,395.0,613.0,Ca3P2O8Eu0.04,Ca3P2O8,https://doi.org/10.1016/j.optmat.2012.12.023,3
860,28.005,17.0,0.005,16.995,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,412.315,136.0,0.315,135.685,886.74482,274.654,0.75982,273.89418,2560.925,1020.0,0.925,1019.075,75.96,58.48,0,58.48,156.01,102.0,0.01,101.99,315.7702491,231.506918,0.028351925,231.4785661,298,395.0,613.0,Ba2CaZn2Si6O17Eu0.005,Ba2CaZn2Si6O17,https://doi.org/10.1016/j.jlumin.2015.03.007,3
861,28.01,17.0,0.01,16.99,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,412.63,136.0,0.63,135.37,887.50464,274.654,1.51964,273.13436,2561.85,1020.0,1.85,1018.15,75.96,58.48,0,58.48,156.02,102.0,0.02,101.98,315.7986011,231.506918,0.05670385,231.4502142,298,395.0,613.0,Ba2CaZn2Si6O17Eu0.01,Ba2CaZn2Si6O17,https://doi.org/10.1016/j.jlumin.2015.03.007,3
862,28.03,17.0,0.03,16.97,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,413.89,136.0,1.89,134.11,890.54392,274.654,4.55892,270.09508,2565.55,1020.0,5.55,1014.45,75.96,58.48,0,58.48,156.06,102.0,0.06,101.94,315.9120088,231.506918,0.17011155,231.3368065,298,395.0,613.0,Ba2CaZn2Si6O17Eu0.03,Ba2CaZn2Si6O17,https://doi.org/10.1016/j.jlumin.2015.03.007,3
863,28.05,17.0,0.05,16.95,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,415.15,136.0,3.15,132.85,893.5832,274.654,7.5982,267.0558,2569.25,1020.0,9.25,1010.75,75.96,58.48,0,58.48,156.1,102.0,0.1,101.9,316.0254165,231.506918,0.28351925,231.2233988,298,395.0,613.0,Ba2CaZn2Si6O17Eu0.05,Ba2CaZn2Si6O17,https://doi.org/10.1016/j.jlumin.2015.03.007,3
864,28.07,17.0,0.07,16.93,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,416.41,136.0,4.41,131.59,896.62248,274.654,10.63748,264.01652,2572.95,1020.0,12.95,1007.05,75.96,58.48,0,58.48,156.14,102.0,0.14,101.86,316.1388242,231.506918,0.39692695,231.1099911,298,395.0,613.0,Ba2CaZn2Si6O17Eu0.07,Ba2CaZn2Si6O17,https://doi.org/10.1016/j.jlumin.2015.03.007,3
865,28.09,17.0,0.09,16.91,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,417.67,136.0,5.67,130.33,899.66176,274.654,13.67676,260.97724,2576.65,1020.0,16.65,1003.35,75.96,58.48,0,58.48,156.18,102.0,0.18,101.82,316.2522319,231.506918,0.51033465,230.9965834,298,395.0,613.0,Ba2CaZn2Si6O17Eu0.09,Ba2CaZn2Si6O17,https://doi.org/10.1016/j.jlumin.2015.03.007,3
866,28.11,17.0,0.11,16.89,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.88,3.44,0,3.44,28,12,2,10,48.1591402,13.618054,5.211664,8.40639,418.93,136.0,6.93,129.07,902.70104,274.654,16.71604,257.93796,2580.35,1020.0,20.35,999.65,75.96,58.48,0,58.48,156.22,102.0,0.22,101.78,316.3656396,231.506918,0.62374235,230.8831757,298,395.0,613.0,Ba2CaZn2Si6O17Eu0.11,Ba2CaZn2Si6O17,https://doi.org/10.1016/j.jlumin.2015.03.007,3
867,19.0,12.0,0.5,11.5,252,74,8,66,602.63347,183.84,15.999,167.841,925,200,60,140,8.5,3.44,0,3.44,21,6,2,4,46.0704712,13.618054,5.5769,8.041154,423.0,148.0,24.0,124.0,980.238205,367.68,48.61,319.07,1875.0,720.0,92.5,627.5,49.9,41.28,0,41.28,95.5,72.0,1.0,71.0,211.3325877,163.416648,2.8351925,160.5814555,298,395.0,613.0,SrLa1.5Mg2W2O12Eu0.5,SrLa1.5Mg2W2O12,https://doi.org/10.1016/j.ceramint.2013.01.013,3
868,20.98,13.0,0.02,12.98,143,63,8,55,323.9371393,151.964,15.999,135.965,750,185,60,125,6.97,3.44,0,3.44,16,6,1,5,37.2995209,13.618054,5.1390767,8.4789773,330.64,164.0,1.26,162.74,707.5259432,371.62548,3.03928,368.5862,2076.5,780.0,3.7,776.3,54.9414,44.72,0,44.72,103.98,78.0,0.04,77.96,226.4629289,177.034702,0.1134077,176.9212943,298,395.0,613.0,Na1.98Ca1.98Nb4O13Eu0.02,Na1.98Ca1.98Nb4O13,https://doi.org/10.1016/j.jlumin.2018.12.064,3
869,20.96,13.0,0.04,12.96,143,63,8,55,323.9371393,151.964,15.999,135.965,750,185,60,125,6.97,3.44,0,3.44,16,6,1,5,37.2995209,13.618054,5.1390767,8.4789773,331.28,164.0,2.52,161.48,709.3038678,371.62548,6.07856,365.54692,2073.0,780.0,7.4,772.6,54.9028,44.72,0,44.72,103.96,78.0,0.08,77.92,226.3512919,177.034702,0.2268154,176.8078866,298,395.0,613.0,Na1.96Ca1.96Nb4O13Eu0.04,Na1.96Ca1.96Nb4O13,https://doi.org/10.1016/j.jlumin.2018.12.064,3
870,20.94,13.0,0.06,12.94,143,63,8,55,323.9371393,151.964,15.999,135.965,750,185,60,125,6.97,3.44,0,3.44,16,6,1,5,37.2995209,13.618054,5.1390767,8.4789773,331.92,164.0,3.78,160.22,711.0817924,371.62548,9.11784,362.50764,2069.5,780.0,11.1,768.9,54.8642,44.72,0,44.72,103.94,78.0,0.12,77.88,226.239655,177.034702,0.3402231,176.6944789,298,395.0,613.0,Na1.94Ca1.94Nb4O13Eu0.06,Na1.94Ca1.94Nb4O13,https://doi.org/10.1016/j.jlumin.2018.12.064,3
871,20.92,13.0,0.08,12.92,143,63,8,55,323.9371393,151.964,15.999,135.965,750,185,60,125,6.97,3.44,0,3.44,16,6,1,5,37.2995209,13.618054,5.1390767,8.4789773,332.56,164.0,5.04,158.96,712.859717,371.62548,12.15712,359.46836,2066.0,780.0,14.8,765.2,54.8256,44.72,0,44.72,103.92,78.0,0.16,77.84,226.128018,177.034702,0.4536308,176.5810712,298,395.0,613.0,Na1.92Ca1.92Nb4O13Eu0.08,Na1.92Ca1.92Nb4O13,https://doi.org/10.1016/j.jlumin.2018.12.064,3
872,20.9,13.0,0.1,12.9,143,63,8,55,323.9371393,151.964,15.999,135.965,750,185,60,125,6.97,3.44,0,3.44,16,6,1,5,37.2995209,13.618054,5.1390767,8.4789773,333.2,164.0,6.3,157.7,714.6376416,371.62548,15.1964,356.42908,2062.5,780.0,18.5,761.5,54.787,44.72,0,44.72,103.9,78.0,0.2,77.8,226.0163811,177.034702,0.5670385,176.4676635,298,395.0,613.0,Na1.9Ca1.9Nb4O13Eu0.1,Na1.9Ca1.9Nb4O13,https://doi.org/10.1016/j.jlumin.2018.12.064,3
873,20.88,13.0,0.12,12.88,143,63,8,55,323.9371393,151.964,15.999,135.965,750,185,60,125,6.97,3.44,0,3.44,16,6,1,5,37.2995209,13.618054,5.1390767,8.4789773,333.84,164.0,7.56,156.44,716.4155662,371.62548,18.23568,353.3898,2059.0,780.0,22.2,757.8,54.7484,44.72,0,44.72,103.88,78.0,0.24,77.76,225.9047442,177.034702,0.6804462,176.3542558,298,395.0,613.0,Na1.88Ca1.88Nb4O13Eu0.12,Na1.88Ca1.88Nb4O13,https://doi.org/10.1016/j.jlumin.2018.12.064,3
874,6.0,3.0,0.01,2.99,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,60.43,24.0,0.63,23.37,122.9936293,47.997,1.51964,46.47736,625.05,180.0,1.85,178.15,14.28,10.32,0,10.32,24.0,18.0,0.02,17.98,60.3999852,40.854162,0.05670385,40.79745815,298,395.0,613.0,NaCa0.99BO3Eu0.01,NaCa0.99BO3,https://doi.org/10.1016/j.ceramint.2014.06.034,3
875,6.0,3.0,0.03,2.97,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,61.29,24.0,1.89,22.11,125.2313493,47.997,4.55892,43.43808,625.15,180.0,5.55,174.45,14.26,10.32,0,10.32,24.0,18.0,0.06,17.94,60.39112979,40.854162,0.17011155,40.68405045,298,395.0,613.0,NaCa0.97BO3Eu0.03,NaCa0.97BO3,https://doi.org/10.1016/j.ceramint.2014.06.034,3
876,6.0,3.0,0.05,2.95,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,62.15,24.0,3.15,20.85,127.4690693,47.997,7.5982,40.3988,625.25,180.0,9.25,170.75,14.24,10.32,0,10.32,24.0,18.0,0.1,17.9,60.38227439,40.854162,0.28351925,40.57064275,298,395.0,613.0,NaCa0.95BO3Eu0.05,NaCa0.95BO3,https://doi.org/10.1016/j.ceramint.2014.06.034,3
877,6.0,3.0,0.07,2.93,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,63.01,24.0,4.41,19.59,129.7067893,47.997,10.63748,37.35952,625.35,180.0,12.95,167.05,14.22,10.32,0,10.32,24.0,18.0,0.14,17.86,60.37341899,40.854162,0.39692695,40.45723505,298,395.0,613.0,NaCa0.93BO3Eu0.07,NaCa0.93BO3,https://doi.org/10.1016/j.ceramint.2014.06.034,3
878,6.0,3.0,0.09,2.91,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,63.87,24.0,5.0,19.0,131.9445093,47.997,10.81,37.187,625.45,180.0,16.65,163.35,14.2,10.32,0,10.32,24.0,18.0,0.18,17.82,60.36456358,40.854162,0.51033465,40.34382735,298,395.0,613.0,NaCa0.91BO3Eu0.09,NaCa0.91BO3,https://doi.org/10.1016/j.ceramint.2014.06.034,3
879,6.0,3.0,0.11,2.89,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,64.73,24.0,5.0,19.0,134.1822293,47.997,10.81,37.187,625.55,180.0,20.35,159.65,14.18,10.32,0,10.32,24.0,18.0,0.22,17.78,60.35570818,40.854162,0.62374235,40.23041965,298,395.0,613.0,NaCa0.89BO3Eu0.11,NaCa0.89BO3,https://doi.org/10.1016/j.ceramint.2014.06.034,3
880,6.0,3.0,0.13,2.87,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,65.59,24.0,5.0,19.0,136.4199493,47.997,10.81,37.187,625.65,180.0,24.05,155.95,14.16,10.32,0,10.32,24.0,18.0,0.26,17.74,60.34685277,40.854162,0.73715005,40.11701195,298,395.0,613.0,NaCa0.87BO3Eu0.13,NaCa0.87BO3,https://doi.org/10.1016/j.ceramint.2014.06.034,3
881,6.0,3.0,0.15,2.85,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,66.45,24.0,5.0,19.0,138.6576693,47.997,10.81,37.187,625.75,180.0,27.75,152.25,14.14,10.32,0,10.32,24.0,18.0,0.3,17.7,60.33799737,40.854162,0.85055775,40.00360425,298,395.0,613.0,NaCa0.85BO3Eu0.15,NaCa0.85BO3,https://doi.org/10.1016/j.ceramint.2014.06.034,3
882,13.45,8.0,0.45,7.55,182,63,8,55,420.8777393,151.964,15.999,135.965,935,195,60,135,8.1,3.44,0,3.44,19,6,1,5,42.8637579,13.618054,5.1390767,8.4789773,226.35,64.0,11.0,53.0,500.2320393,138.90547,22.98976928,115.9157007,1388.25,480.0,83.25,396.75,33.81,27.52,0,27.52,64.9,48.0,0.9,47.1,141.8176112,108.944432,2.55167325,106.3927588,298,395.0,613.0,NaCaLaV2O8Eu0.45,NaCaLaV2O8,https://doi.org/10.1111/jace.12152,3
883,13.45,8.0,0.45,7.55,200,63,8,55,468.4197393,151.964,15.999,135.965,955,200,60,140,8.05,3.44,0,3.44,19,6,1,5,42.4454699,13.618054,5.1390767,8.4789773,244.35,64.0,11.0,53.0,547.7740393,138.90547,22.98976928,115.9157007,1408.25,480.0,83.25,396.75,33.76,27.52,0,27.52,64.9,48.0,0.9,47.1,141.3993232,108.944432,2.55167325,106.3927588,298,395.0,613.0,NaSrLaV2O8Eu0.45,NaSrLaV2O8,https://doi.org/10.1111/jace.12152,3
884,13.45,8.0,0.45,7.55,218,63,8,55,518.1267393,151.964,15.999,135.965,970,215,60,155,7.99,3.44,0,3.44,19,6,1,5,41.9622667,13.618054,5.1390767,8.4789773,262.35,64.0,11.0,53.0,597.4810393,138.90547,22.98976928,115.9157007,1423.25,480.0,83.25,396.75,33.7,27.52,0,27.52,64.9,48.0,0.9,47.1,140.91612,108.944432,2.55167325,106.3927588,298,395.0,613.0,NaBaLaV2O8Eu0.45,NaBaLaV2O8,https://doi.org/10.1111/jace.12152,3
885,13.05,8.0,0.05,7.95,182,63,8,55,420.8777393,151.964,15.999,135.965,935,195,60,135,8.1,3.44,0,3.44,19,6,1,5,42.8637579,13.618054,5.1390767,8.4789773,201.15,64.0,3.15,60.85,439.4464393,138.90547,7.5982,131.30727,1314.25,480.0,9.25,470.75,33.81,27.52,0,27.52,64.1,48.0,0.1,47.9,139.5494572,108.944432,0.28351925,108.6609128,298,395.0,613.0,NaCaLaV2O8Eu0.05,NaCaLaV2O8,https://doi.org/10.1111/jace.12152,3
886,11.05,8.0,0.05,7.95,151,63,8,55,357.80997,151.964,15.999,135.965,575,195,60,135,6.17,3.44,0,3.44,16,6,2,4,31.611526,13.618054,5.5769,8.041154,170.15,64.0,3.15,60.85,376.37867,138.90547,7.5982,131.30727,954.25,480.0,9.25,470.75,31.88,27.52,0,27.52,61.1,48.0,0.1,47.9,128.2972253,108.944432,0.28351925,108.6609128,298,395.0,613.0,LaV2O8Eu0.05,LaV2O8,https://doi.org/10.1111/jace.12152,3
887,19.25,12.0,0.25,11.75,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.8,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669,537.75,384.0,15.75,368.25,1269.429,943.5,37.991,905.509,1991.25,1080.0,46.25,1033.75,50.64,41.28,0,41.28,90.5,72.0,0.5,71.5,208.8254503,163.416648,1.41759625,161.9990518,298,450.0,613.0,Gd6MoO12Eu0.25,Gd6MoO12,https://doi.org/10.1007/s11051-013-1940-7,3
888,19.0,12.0,0.5,11.5,252,74,8,66,602.63347,183.84,15.999,167.841,925,200,60,140,8.5,3.44,0,3.44,21,6,2,4,46.0704712,13.618054,5.5769,8.041154,423.0,148.0,24.0,124.0,980.238205,367.68,48.61,319.07,1875.0,720.0,92.5,627.5,49.9,41.28,0,41.28,95.5,72.0,1.0,71.0,211.3325877,163.416648,2.8351925,160.5814555,298,464.0,613.0,SrLa1.5Mg2W2O12Eu0.5,SrLa1.5Mg2W2O12,https://doi.org/10.1016/j.ceramint.2013.01.013,3
889,6.0,4.0,0.01,3.99,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.07,55.44,0.63,54.81,297.41937,135.95373,1.51964,134.43409,599.7,240.0,1.85,238.15,16.8011,13.76,0,13.76,32.0,24.0,0.02,23.98,66.78089721,54.472216,0.05670385,54.41551215,298,464.0,613.0,Ba0.99MoO4Eu0.01,Ba0.99MoO4,https://doi.org/10.1016/j.saa.2013.12.007,3
890,6.0,4.0,0.03,3.97,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.21,54.32,1.89,52.43,297.71211,133.20719,4.55892,128.64827,599.1,240.0,5.55,234.45,16.7833,13.76,0,13.76,32.0,24.0,0.06,23.94,66.79007163,54.472216,0.17011155,54.30210445,298,464.0,613.0,Ba0.97MoO4Eu0.03,Ba0.97MoO4,https://doi.org/10.1016/j.saa.2013.12.007,3
891,6.0,4.0,0.06,3.94,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.42,52.64,3.78,48.86,298.15122,129.08738,9.11784,119.96954,598.2,240.0,11.1,228.9,16.7566,13.76,0,13.76,32.0,24.0,0.12,23.88,66.80383326,54.472216,0.3402231,54.1319929,298,464.0,613.0,Ba0.94MoO4Eu0.06,Ba0.94MoO4,https://doi.org/10.1016/j.saa.2013.12.007,3
892,6.0,4.0,0.09,3.91,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.63,50.96,5.67,45.29,298.59033,124.96757,13.67676,111.29081,597.3,240.0,16.65,223.35,16.7299,13.76,0,13.76,32.0,24.0,0.18,23.82,66.81759489,54.472216,0.51033465,53.96188135,298,464.0,613.0,Ba0.91MoO4Eu0.09,Ba0.91MoO4,https://doi.org/10.1016/j.saa.2013.12.007,3
893,6.0,4.0,0.12,3.88,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.84,49.28,7.56,41.72,299.02944,120.84776,18.23568,102.61208,596.4,240.0,22.2,217.8,16.7032,13.76,0,13.76,32.0,24.0,0.24,23.76,66.83135652,54.472216,0.6804462,53.7917698,298,464.0,613.0,Ba0.88MoO4Eu0.12,Ba0.88MoO4,https://doi.org/10.1016/j.saa.2013.12.007,3
894,10.98,7.0,0.02,6.98,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,309.94,162.68,1.26,161.42,739.853864,409.601584,3.03928,406.562304,1077.3,420.0,3.7,416.3,30.854,24.08,0,24.08,59.84,42.0,0.04,41.96,124.4239243,95.326378,0.1134077,95.2129703,298,465.0,613.0,SrBi1.96TeO7Eu0.02,SrBi1.96TeO7,https://doi.org/10.1016/j.materresbull.2017.08.002,3
895,10.85,7.0,0.15,6.85,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,296.55,141.1,9.45,131.65,705.27428,355.26668,22.7946,332.47208,1059.75,420.0,27.75,392.25,30.36,24.08,0,24.08,58.8,42.0,0.3,41.7,123.2668402,95.326378,0.85055775,94.47582025,298,465.0,613.0,SrBi1.7TeO7Eu0.15,SrBi1.7TeO7,https://doi.org/10.1016/j.materresbull.2017.08.002,3
